city,country,region
New York City,United States,North America
Shanghai,China (Mainland),Asia
Daejeon,South Korea,Asia
Sydney,Australia,Oceania
Sydney,Australia,Oceania
London,United Kingdom,Europe
San Diego,United States,North America
Hong Kong,Hong Kong SAR,Asia
Brisbane,Australia,Oceania
Pittsburgh,United States,North America
Bristol,United Kingdom,Europe
Delft,Netherlands,Europe
Vancouver,Canada,North America
Hong Kong,Hong Kong SAR,Asia
Hangzhou,China (Mainland),Asia
Munich,Germany,Europe
Madison,United States,North America
Providence,United States,North America
Melbourne,Australia,Oceania
Tokyo,Japan,Asia
Palaiseau,France,Europe
Shanghai,China (Mainland),Asia
Coventry,United Kingdom,Europe
Munich,Germany,Europe
Amsterdam,Netherlands,Europe
Austin,United States,North America
Heidelberg,Germany,Europe
Glasgow,United Kingdom,Europe
Seattle,United States,North America
Taipei City,Taiwan,Asia
Kuala Lumpur,Malaysia,Asia
Osaka City,Japan,Asia
Atlanta,United States,North America
Buenos Aires,Argentina,Latin America
Champaign,United States,North America
Zürich,Switzerland,Europe
Durham,United Kingdom,Europe
Sheffield,United Kingdom,Europe
Leuven,Belgium,Europe
Copenhagen,Denmark,Europe
Birmingham,United Kingdom,Europe
Sendai City,Japan,Asia
Seoul,South Korea,Asia
Auckland,New Zealand,Oceania
Moscow,Russia,Europe
Houston,United States,North America
Perth,Australia,Oceania
Pohang ,South Korea,Asia
Hefei,China (Mainland),Asia
Chapel Hill,United States,North America
Hong Kong,Hong Kong SAR,Asia
Lund,Sweden,Europe
University Park,United States,North America
Leeds,United Kingdom,Europe
Suwon,South Korea,Asia
Nottingham,United Kingdom,Europe
Southampton,United Kingdom,Europe
Boston,United States,North America
Stockholm,Sweden,Europe
St. Andrews,United Kingdom,Europe
Columbus,United States,North America
Eindhoven,Netherlands,Europe
Mexico City,Mexico,Latin America
Davis,United States,North America
Seoul,South Korea,Asia
Adelaide,Australia,Oceania
Helsinki,Finland,Europe
Dublin,Ireland,Europe
St. Louis,United States,North America
Geneva,Switzerland,Europe
West Lafayette,United States,North America
Kongens Lyngby,Denmark,Europe
Edmonton,Canada,North America
Groningen,Netherlands,Europe
Nagoya,Japan,Asia
São Paulo,Brazil,Latin America
Uppsala,Sweden,Europe
Leiden,Netherlands,Europe
Oslo,Norway,Europe
Berlin,Germany,Europe
Nanjing,China (Mainland),Asia
Utrecht,Netherlands,Europe
Bern,Switzerland,Europe
Karlsruhe,Germany,Europe
Gothenburg,Sweden,Europe
Wageningen,Netherlands,Europe
London,United Kingdom,Europe
Santiago,Chile,Latin America
Lancaster,United Kingdom,Europe
Los Angeles,United States,North America
Berlin,Germany,Europe
Ghent,Belgium,Europe
Sapporo,Japan,Asia
Fukuoka City,Japan,Asia
Espoo,Finland,Europe
Santa Barbara,United States,North America
College Park,United States,North America
Montreal,Canada,North America
Aachen,Germany,Europe
Saint-Aubin,France,Europe
Hamilton,Canada,North America
Pittsburgh,United States,North America
Haymarket,Australia,Oceania
East Lansing,United States,North America
Newcastle upon Tyne,United Kingdom,Europe
Berlin,Germany,Europe
York,United Kingdom,Europe
Milan,Italy,Europe
Seoul,South Korea,Asia
Basel,Switzerland,Europe
Mumbai,India,Asia
Lausanne,Switzerland,Europe
Cardiff,United Kingdom,Europe
Vienna,Austria,Europe
Atlanta,United States,North America
Minneapolis,United States,North America
Monterrey,Mexico,Latin America
Seri Kembangan,Malaysia,Asia
Lyon,France,Europe
Bangi,Malaysia,Asia
Jerusalem,Israel,Asia
Bergen,Norway,Europe
Exeter,United Kingdom,Europe
Barcelona,Spain,Europe
Gelugor,Malaysia,Asia
Cleveland,United States,North America
Louvain-la-Neuve,Belgium,Europe
Gainesville,United States,North America
Tübingen,Germany,Europe
Freiburg im Breisgau,Germany,Europe
Rochester,United States,North America
Bath,United Kingdom,Europe
Hsinchu City,Taiwan,Asia
Waterloo,Canada,North America
Dunedin,New Zealand,Oceania
Pisa,Italy,Europe
Bologna,Italy,Europe
Dresden,Germany,Europe
Liverpool,United Kingdom,Europe
New Delhi,India,Asia
Rotterdam,Netherlands,Europe
Bangalore,India,Asia
Dublin,Ireland,Europe
Jeddah,Saudi Arabia,Asia
Enschede,Netherlands,Europe
Barcelona,Spain,Europe
Galveston,United States,North America
Santiago,Chile,Latin America
Stockholm,Sweden,Europe
Vienna,Austria,Europe
Madrid,Spain,Europe
Aberdeen,United Kingdom,Europe
Brussels,Belgium,Europe
Tokyo,Japan,Asia
Göttingen,Germany,Europe
Cape Town,South Africa,Africa
Charlottesville,United States,North America
Tokyo,Japan,Asia
Dhahran,Saudi Arabia,Asia
Nashville,United States,North America
Rome,Italy,Europe
Pisa,Italy,Europe
Reading,United Kingdom,Europe
Boulder,United States,North America
Almaty,Kazakhstan,Asia
Hanover,United States,North America
Callaghan,Australia,Oceania
Notre Dame,United States,North America
London,Canada,North America
Madrid,Spain,Europe
Wollongong,Australia,Oceania
Campinas,Brazil,Latin America
Phoenix,United States,North America
"Kelburn, Wellington",New Zealand,Oceania
Nijmegen,Netherlands,Europe
Skudai,Malaysia,Asia
Tel Aviv,Israel,Asia
Irvine,United States,North America
Amsterdam,Netherlands,Europe
Loughborough,United Kingdom,Europe
Antwerp,Belgium,Europe
Brisbane,Australia,Oceania
Paris,France,Europe
Tainan City,Taiwan,Asia
Washington D.C.,United States,North America
Hsinchu City,Taiwan,Asia
Hamburg,Germany,Europe
Christchurch,New Zealand,Oceania
Perth,Australia,Oceania
Novosibirsk ,Russia,Europe
Chicago,United States,North America
Calgary,Canada,North America
Saint Petersburg,Russia,Europe
Bogotá,Colombia,Latin America
Padua,Italy,Europe
Sydney,Australia,Oceania
Melbourne,Australia,Oceania
Maastricht,Netherlands,Europe
Kingston,Canada,North America
Leicester,United Kingdom,Europe
Paris,France,Europe
Bonn,Germany,Europe
Beirut ,Lebanon,Asia
Pamplona,Spain,Europe
Brighton,United Kingdom,Europe
Bangkok,Thailand,Asia
Paris,France,Europe
Taipei City,Taiwan,Asia
Brussels,Belgium,Europe
Medford,United States,North America
Bogotá,Colombia,Latin America
Gothenburg,Sweden,Europe
Haifa,Israel,Asia
Wuhan,China (Mainland),Asia
Galway,Ireland,Europe
Darmstadt,Germany,Europe
Hong Kong,Hong Kong SAR,Asia
New Brunswick,United States,North America
Tucson,United States,North America
Shanghai,China (Mainland),Asia
Innsbruck,Austria,Europe
Hamilton ,New Zealand,Oceania
Abu Dhabi,United Arab Emirates,Asia
Tomsk,Russia,Europe
Tsukuba City,Japan,Asia
Geelong,Australia,Oceania
Chennai,India,Asia
Miami,United States,North America
Magill,Australia,Oceania
Guildford,United Kingdom,Europe
Doha,Qatar,Asia
Beijing,China (Mainland),Asia
Harbin,China (Mainland),Asia
Stuttgart,Germany,Europe
Halifax,Canada,North America
Kharagpur,India,Asia
Riyadh,Saudi Arabia,Asia
Ottawa,Canada,North America
Moscow,Russia,Europe
Raleigh,United States,North America
Barcelona,Spain,Europe
Palmerston North,New Zealand,Oceania
Taipei City,Taiwan,Asia
Guangzhou,China (Mainland),Asia
Turku,Finland,Europe
Prague,Czech Republic,Europe
Kanpur,India,Asia
Egham,United Kingdom,Europe
Frankfurt,Germany,Europe
Hobart,Australia,Oceania
Depok,Indonesia,Asia
Glasgow,United Kingdom,Europe
Madrid,Spain,Europe
Bandar Seri Begawan,Brunei,Asia
Barcelona,Spain,Europe
Tartu,Estonia,Europe
Dolgoprudny,Russia,Europe
Milan,Italy,Europe
Dundee,United Kingdom,Europe
Paris,France,Europe
Amherst,United States,North America
Xi'an,China (Mainland),Asia
Cologne,Germany,Europe
London,United Kingdom,Europe
Cork,Ireland,Europe
Graz,Austria,Europe
Cachan,France,Europe
Bloomington,United States,North America
Edinburgh,United Kingdom,Europe
Nakhon Pathom,Thailand,Asia
Burnaby,Canada,North America
Mannheim,Germany,Europe
Norwich,United Kingdom,Europe
Erlangen,Germany,Europe
Nathan,Australia,Oceania
Yogyakarta,Indonesia,Asia
Gwangju,South Korea,Asia
Moscow,Russia,Europe
Aalborg,Denmark,Europe
Linköping,Sweden,Europe
Honolulu,United States,North America
Blacksburg,United States,North America
London,United Kingdom,Europe
Moscow,Russia,Europe
Al Ain,United Arab Emirates,Asia
Bandung,Indonesia,Asia
Seoul,South Korea,Asia
Taipei City,Taiwan,Asia
Higashihiroshima City,Japan,Asia
Segovia,Spain,Europe
Ashburn,United States,North America
València,Spain,Europe
Krakow,Poland,Europe
Lisbon ,Portugal,Europe
Umeå,Sweden,Europe
Jena,Germany,Europe
Ulm,Germany,Europe
Buffalo,United States,North America
Boston,United States,North America
Buenos Aires,Argentina,Latin America
Jyväskylä,Finland,Europe
Münster,Germany,Europe
Turin,Italy,Europe
London,United Kingdom,Europe
Warsaw,Poland,Europe
Minsk,Belarus,Europe
Grenoble,France,Europe
Porto,Portugal,Europe
Salt Lake City,United States,North America
Prague,Czech Republic,Europe
Lincoln,New Zealand,Oceania
Quezon City,Philippines,Asia
Rio de Janeiro,Brazil,Latin America
Trondheim,Norway,Europe
Stony Brook,United States,North America
Tokyo,Japan,Asia
New York City,United States,North America
Victoria,Canada,North America
Ekaterinburg,Russia,Europe
Moscow,Russia,Europe
Santa Cruz,United States,North America
Tianjin,China (Mainland),Asia
Paris,United Kingdom,Europe
Colchester,United Kingdom,Europe
Tilburg,Netherlands,Europe
Sharjah,United Arab Emirates,Asia
Lawrence,United States,North America
Odense,Denmark,Europe
Oulu,Finland,Europe
Islamabad,Pakistan,Asia
Townsville,Australia,Oceania
Storrs,United States,North America
Muscat,Oman,Asia
Taipei City,Taiwan,Asia
Strasbourg,France,Europe
Bandar Seri Begawan,Brunei,Asia
Roorkee,India,Asia
Troy,United States,North America
Melbourne,Australia,Oceania
Buenos Aires,Argentina,Latin America
Trento,Italy,Europe
Pisa,Italy,Europe
Tromsø,Norway,Europe
Kazan,Russia,Europe
Moscow,Russia,Europe
Denver,United States,North America
Kobe City,Japan,Asia
Tampere,Finland,Europe
Cairo,Egypt,Africa
St. Gallen,Switzerland,Europe
Winston-Salem,United States,North America
Wuhan,China (Mainland),Asia
Melbourne,Australia,Oceania
Islamabad,Pakistan,Asia
Pilar,Argentina,Latin America
Johannesburg,South Africa,Africa
Pullman,United States,North America
Coimbra,Portugal,Europe
Seoul,South Korea,Asia
Tehran,"Iran, Islamic Republic of",Asia
Knoxville,United States,North America
Mainz,Germany,Europe
Kaohsiung City,Taiwan,Asia
Seoul,South Korea,Asia
Linz,Austria,Europe
Shanghai,China (Mainland),Asia
Québec,Canada,North America
London,United Kingdom,Europe
Nur-Sultan,Kazakhstan,Asia
Be'er Sheva,Israel,Asia
New Orleans,United States,North America
Chicago,United States,North America
Lisbon,Portugal,Europe
Iowa City,United States,North America
Adelaide,Australia,Oceania
Naples,Italy,Europe
Konstanz,Germany,Europe
Taoyuan City,Taiwan,Asia
Stellenbosch,South Africa,Africa
Dublin,Ireland,Europe
Nankai,China (Mainland),Asia
Arlon,Belgium,Europe
Newton,United States,North America
Bochum,Germany,Europe
Huesca,Spain,Europe
Madrid,Spain,Europe
Beijing,China (Mainland),Asia
St. Petersburg,Russia,Europe
Buenos Aires,Argentina,Latin America
St. Petersburg,Russia,Europe
São Paulo,Brazil,Latin America
Saskatoon,Canada,North America
Birmingham,United Kingdom,Europe
Auckland,New Zealand,Oceania
Gold Coast,Australia,Oceania
Chiba City,Japan,Asia
Fort Collins,United States,North America
Tallahassee,United States,North America
Kunitachi City,Japan,Asia
Florence,Italy,Europe
Istanbul,Turkey,Asia
Moscow,Russia,Europe
Xiamen,China (Mainland),Asia
Seoul,South Korea,Asia
Athens,Greece,Europe
Seoul,South Korea,Asia
Riverside,United States,North America
Talence,France,Europe
Vilnius,Lithuania,Europe
Baltimore,United States,North America
Corvallis,United States,North America
Beijing,China (Mainland),Asia
Montreal,Canada,North America
Würzburg,Germany,Europe
Swansea,United Kingdom,Europe
Gyeonggi,South Korea,Asia
Beijing,China (Mainland),Asia
Waltham,United States,North America
Bogotá,Colombia,Latin America
Jinan,China (Mainland),Asia
Saarbrücken,Germany,Europe
Milperra,Australia,Oceania
Yokohama City,Japan,Asia
Lima,Peru,Latin America
Athens,United States,North America
New Delhi,India,Asia
Kiel,Germany,Europe
Stirling,United Kingdom,Europe
Guangzhou,China (Mainland),Asia
Bogotá,Colombia,Latin America
SÃ£o Paulo,Brazil,Latin America
Seri Iskandar,Malaysia,Asia
Aberystwyth,United Kingdom,Europe
Taoyuan City,Taiwan,Asia
Changchun,China (Mainland),Asia
Bruce,Australia,Oceania
Detroit,United States,North America
Tehran,"Iran, Islamic Republic of",Asia
Santiago,Chile,Latin America
Guwahati,India,Asia
Lappeenranta ,Finland,Europe
Shymkent,Kazakhstan,Asia
Montevideo,Uruguay,Latin America
Marseille,France,Europe
Newark,United States,North America
Kharkiv,Ukraine,Europe
Prague,Czech Republic,Europe
Montpellier,France,Europe
Kuopio,Finland,Europe
Ankara,Turkey,Asia
Lyon,France,Europe
Abha,Saudi Arabia,Asia
Nanjing,China (Mainland),Asia
Makkah,Saudi Arabia,Asia
Milan,Italy,Europe
Alcalá de Henares,Spain,Europe
Havana,Cuba,Latin America
Johannesburg,South Africa,Africa
Szeged,Hungary,Europe
Richardson,United States,North America
Ames,United States,North America
Halle,Germany,Europe
Taipei City,Taiwan,Asia
Islamabad,Pakistan,Asia
Subang Jaya,Malaysia,Asia
San Jose,Costa Rica,Latin America
Granada,Spain,Europe
Rome,Italy,Europe
Toulouse,France,Europe
Ulsan,South Korea,Asia
Toronto,Canada,North America
Giza,Egypt,Africa
Incheon,South Korea,Asia
Giessen,Germany,Europe
Saratov,Russia,Europe
Busan,South Korea,Asia
Istanbul,Turkey,Asia
Braunschweig,Germany,Europe
Bremen,Germany,Europe
Limerick,Ireland,Europe
Warsaw,Poland,Europe
Worcester,United States,North America
Coventry,United Kingdom,Europe
Shanghai,China (Mainland),Asia
Vladivostok,Russia,Europe
Kumamoto City,Japan,Asia
Nagasaki City,Japan,Asia
Beijing,China (Mainland),Asia
Leipzig,Germany,Europe
Turku,Finland,Europe
Dammam,Saudi Arabia,Asia
Graz,Austria,Europe
Shah Alam,Malaysia,Asia
Rostov-on-Don,Russia,Europe
Kyiv,Ukraine,Europe
Turin,Italy,Europe
Bayreuth,Germany,Europe
Ramat Gan,Israel,Asia
Shanghai,China (Mainland),Asia
Chuncheon,South Korea,Asia
Bethlehem,United States,North America
Brno,Czech Republic,Europe
Taipei City,Taiwan,Asia
Osaka City,Japan,Asia
Medellín,Colombia,Latin America
Aveiro,Portugal,Europe
Columbia,United States,North America
Pretoria,South Africa,Africa
Thessaloniki,Greece,Europe
Philadelphia,United States,North America
Almaty,Kazakhstan,Asia
Almaty,Kazakhstan,Asia
New York,United States,North America
Okayama City,Japan,Asia
Huixquilucan,Mexico,Latin America
Québec,Canada,North America
Beirut,Lebanon,Asia
Cincinnati,United States,North America
Lincoln,United States,North America
Columbia,United States,North America
Jeonju,South Korea,Asia
Dalian,China (Mainland),Asia
Seoul,South Korea,Asia
Murdoch,Australia,Oceania
Guelph,Canada,North America
Boston,United States,North America
Norman,United States,North America
Burlington,United States,North America
Washington D.C.,United States,North America
Kanazawa,Japan,Asia
Byblos,Lebanon,Asia
Syracuse,United States,North America
Pavia,Italy,Europe
València,Spain,Europe
Fribourg,Switzerland,Europe
Beirut,Lebanon,Asia
Kingston upon Thames,United Kingdom,Europe
Hong Kong,Hong Kong SAR,Asia
Ankara,Turkey,Asia
La Plata,Argentina,Latin America
Barcelona,Spain,Europe
Sintok,Malaysia,Asia
Ljubljana,Slovenia,Europe
Milan,Italy,Europe
Mons,Belgium,Europe
Vilnius ,Lithuania,Europe
Suwon,South Korea,Asia
Washington D.C.,United States,North America
Dubai,United Arab Emirates,Asia
Quezon City,Philippines,Asia
Bogor,Indonesia,Asia
Norman Gardens,Australia,Oceania
Chiang Mai,Thailand,Asia
New York City,United States,North America
Potsdam,United States,North America
Williamsburg,United States,North America
Gifu City,Japan,Asia
Jounieh,Lebanon,Asia
Buenos Aires,Argentina,Latin America
Tehran,"Iran, Islamic Republic of",Asia
Keele,United Kingdom,Europe
Daegu,South Korea,Asia
Nizhny Novgorod,Russia,Europe
Houghton,United States,North America
Niigata City,Japan,Asia
Rio de Janeiro,Brazil,Latin America
Chengdu,China (Mainland),Asia
Northampton,United States,North America
Tallinn,Estonia,Europe
Bangkok,Thailand,Asia
Tokyo,Japan,Asia
Tokyo,Japan,Asia
Coleraine,United Kingdom,Europe
Concepción,Chile,Latin America
Salamanca,Spain,Europe
Buenos Aires,Argentina,Latin America
Seville,Spain,Europe
Mexico City,Mexico,Latin America
Buenos Aires,Argentina,Latin America
Duisburg,Germany,Europe
Regensburg,Germany,Europe
Bradford,United Kingdom,Europe
Debrecen,Hungary,Europe
Hull,United Kingdom,Europe
Hyderabad,India,Asia
Amman,Jordan,Asia
Lexington,United States,North America
Klagenfurt,Austria,Europe
Winnipeg,Canada,North America
Albuquerque,United States,North America
Eugene,United States,North America
Portsmouth,United Kingdom,Europe
Tampa,United States,North America
Tehran,"Iran, Islamic Republic of",Asia
Melbourne,Australia,Oceania
Richmond,United States,North America
Worcester,United States,North America
Surabaya,Indonesia,Asia
Istanbul,Turkey,Asia
Brno,Czech Republic,Europe
Ottawa,Canada,North America
Casuarina,Australia,Oceania
Beijing,China (Mainland),Asia
Joondalup,Australia,Oceania
Budapest,Hungary,Europe
Indianapolis,United States,North America
Ciudad de México,Mexico,Latin America
Mexico City,Mexico,Latin America
Kuala Lumpur,Malaysia,Asia
Maslak-Istanbul,Turkey,Asia
Kolkata,India,Asia
Irbid,Jordan,Asia
Kagoshima City,Japan,Asia
Kaohsiung City,Taiwan,Asia
Almaty,Kazakhstan,Asia
Hanover,Germany,Europe
Baton Rouge,United States,North America
Rolla,United States,North America
Athens,Greece,Europe
Taichung City,Taiwan,Asia
Kharkiv,Ukraine,Europe
Osaka City,Japan,Asia
Marburg,Germany,Europe
São Paulo,Brazil,Latin America
Newark,United States,North America
Samara,Russia,Europe
Seoul,South Korea,Asia
Hoboken,United States,North America
Philadelphia,United States,North America
Medellin,Colombia,Latin America
Leioa,Spain,Europe
Mexico City,Mexico,Latin America
Santiago de Compostela,Spain,Europe
Belo Horizonte,Brazil,Latin America
Porto Alegre,Brazil,Latin America
Genoa,Italy,Europe
Stuttgart,Germany,Europe
Villeurbanne,France,Europe
Sherbrooke,Canada,North America
Shah Alam,Malaysia,Asia
Denver,United States,North America
Haifa,Israel,Asia
Houston,United States,North America
Braga,Portugal,Europe
Pécs,Hungary,Europe
Plymouth,United Kingdom,Europe
Seoul,South Korea,Asia
Sharjah,United Arab Emirates,Asia
London,United Kingdom,Europe
Windsor,Canada,North America
Dubai,United Arab Emirates,Asia
Abu Dhabi,United Arab Emirates,Asia
Beijing,China (Mainland),Asia
Beijing,China (Mainland),Asia
Poole,United Kingdom,Europe
Gwangju,South Korea,Asia
Daejeon,South Korea,Asia
Clemson,United States,North America
Seoul,South Korea,Asia
Atlanta,United States,North America
Changsha,China (Mainland),Asia
Manhattan,United States,North America
Lahore,Pakistan,Asia
London,United Kingdom,Europe
Manipal,India,Asia
Maynooth,Ireland,Europe
St. John's,Canada,North America
Kyiv,Ukraine,Europe
Newcastle upon Tyne,United Kingdom,Europe
Nottingham,United Kingdom,Europe
Valparaíso,Chile,Latin America
Riga,Latvia,Europe
Tarragona,Spain,Europe
Shenzhen,China (Mainland),Asia
Dallas,United States,North America
Sumy,Ukraine,Europe
Santiago,Chile,Latin America
Caracas,Venezuela,Latin America
Alicante,Spain,Europe
Guadalajara,Mexico,Latin America
Cali,Colombia,Latin America
Florianópolis,Brazil,Latin America
Siena,Italy,Europe
Trieste,Italy,Europe
Potsdam,Germany,Europe
Albany,United States,North America
Kangar,Malaysia,Asia
Tuscaloosa,United States,North America
Baghdad,Iraq,Asia
Orlando,United States,North America
Huddersfield,United Kingdom,Europe
Patras,Greece,Europe
Tulsa,United States,North America
Laramie,United States,North America
Ho Chi Minh City,Vietnam,Asia
Yamaguchi City,Japan,Asia
Ajman,United Arab Emirates,Asia
Chennai,India,Asia
Provo,United States,North America
Chongqing,China (Mainland),Asia
Bratislava,Slovakia,Europe
Dublin,Ireland,Europe
Miami,United States,North America
Maebashi,Japan,Asia
Kaunas,Lithuania,Europe
Almaty,Kazakhstan,Asia
Lanzhou,China (Mainland),Asia
London,United Kingdom,Europe
Chicago,United States,North America
Manchester ,United Kingdom,Europe
Newark,United States,North America
Sonipat,India,Asia
Stillwater,United States,North America
Bandung,Indonesia,Asia
Salzburg ,Austria,Europe
Moscow,Russia,Europe
Matsumoto City,Japan,Asia
Bratislava,Slovakia,Europe
Sofia,Bulgaria,Europe
Lismore,Australia,Oceania
Petaling Jaya,Malaysia,Asia
Liberec,Czech Republic,Europe
Dortmund,Germany,Europe
Bogotá,Colombia,Latin America
Cholula,Mexico,Latin America
Quito,Ecuador,Latin America
Bogotá,Colombia,Latin America
Venice,Italy,Europe
Modena,Italy,Europe
Perugia,Italy,Europe
Bielefeld,Germany,Europe
Düsseldorf,Germany,Europe
Rostock,Germany,Europe
Nancy,France,Europe
Kuantan,Malaysia,Asia
Brescia,Italy,Europe
Heraklion,Greece,Europe
London,United Kingdom,Europe
Hatfield,United Kingdom,Europe
Maribor,Slovenia,Europe
Toowoomba,Australia,Oceania
Bristol,United Kingdom,Europe
Zagreb,Croatia,Europe
Yokohama City,Japan,Asia
Poznań,Poland,Europe
Krakow,Poland,Europe
Cairo,Egypt,Africa
Alexandria,Egypt,Africa
Aligarh,India,Asia
Amritapuri,India,Asia
Ankara,Turkey,Asia
Asyut,Egypt,Africa
Athens,Greece,Europe
Auburn,United States,North America
Melbourne,Australia,Oceania
Cluj-Napoca,Romania,Europe
Baku,Azerbaijan,Asia
Varanasi,India,Asia
Dhaka,Bangladesh,Asia
Waco,United States,North America
Beijing,China (Mainland),Asia
Beirut,Lebanon,Asia
Minsk,Belarus,Europe
Jakarta,Indonesia,Asia
Binghamton,United States,North America
Pilani,India,Asia
Birmingham,United Kingdom,Europe
Budapest,Hungary,Europe
Bexleyheath,United Kingdom,Europe
Islamabad,Pakistan,Asia
Budapest,Hungary,Europe
Krakow,Poland,Europe
Manila,Philippines,Asia
Leicester,United Kingdom,Europe
Semarang,Indonesia,Asia
Karaganda,Kazakhstan,Asia
Edinburgh,United Kingdom,Europe
Guayaquil,Ecuador,Latin America
New York City,United States,North America
Gdańsk,Poland,Europe
Fairfax,United States,North America
London,United Kingdom,Europe
Ankara,Turkey,Asia
Istanbul,Turkey,Asia
Karaganda,Kazakhstan,Asia
Bangkok,Thailand,Asia
Almaty,Kazakhstan,Asia
Kent,United States,North America
Khon Kaen,Thailand,Asia
Hofuf,Saudi Arabia,Asia
Bangkok,Thailand,Asia
Kuwait City,Kuwait,Asia
Kyoto,Japan,Asia
Kitakyushu,Japan,Asia
Liverpool ,United Kingdom,Europe
Lodz,Poland,Europe
Milwaukee,United States,North America
Oxford,United States,North America
London,United Kingdom,Europe
Cyberjaya,Malaysia,Asia
Baghdad,Iraq,Asia
Nagoya,Japan,Asia
Minxiong Township,Taiwan,Asia
Toruń,Poland,Europe
Koura,Lebanon,Asia
Novosibirsk,Russia,Europe
Athens,United States,North America
Bari,Italy,Europe
Quito,Ecuador,Latin America
Porto Alegre,Brazil,Latin America
Hat Yai,Thailand,Asia
Amman,Jordan,Asia
Grahamstown,South Africa,Africa
Riga,Latvia,Europe
Tokyo,Japan,Asia
Kyoto,Japan,Asia
Toronto,Canada,North America
Saitama City,Japan,Asia
San Diego ,United States,North America
Pune,India,Asia
Seoul,South Korea,Asia
Surabaya,Indonesia,Asia
Tehran,"Iran, Islamic Republic of",Asia
Shanghai,China (Mainland),Asia
Shiraz,"Iran, Islamic Republic of",Asia
Tokyo,Japan,Asia
Chelyabinsk,Russia,Europe
Tallinn,Estonia,Europe
Košice,Slovakia,Europe
Cartago,Costa Rica,Latin America
Lubbock,United States,North America
Patiala,India,Asia
Aberdeen,United Kingdom,Europe
Hiratsuka City,Japan,Asia
Kagurazaka,Japan,Asia
Valdivia,Chile,Latin America
San Nicolás de los Garza,Mexico,Latin America
Toluca de Lerdo,Mexico,Latin America
Mexico City,Mexico,Latin America
Guayana City,Venezuela,Latin America
Ciudad Real,Spain,Europe
Montevideo,Uruguay,Latin America
Lima,Peru,Latin America
Santiago,Chile,Latin America
Merida,Venezuela,Latin America
San Pedro Garza García,Mexico,Latin America
Murcia,Spain,Europe
Oviedo,Spain,Europe
San Juan,Puerto Rico,Latin America
Talca,Chile,Latin America
Barranquilla,Colombia,Latin America
Cali,Colombia,Latin America
Santiago,Chile,Latin America
Medellin,Colombia,Latin America
Heredia,Costa Rica,Latin America
San Lorenzo,Paraguay,Latin America
Córdoba,Argentina,Latin America
Mar del Plata,Argentina,Latin America
Rosario,Argentina,Latin America
San Martin,Peru,Latin America
Caracas,Venezuela,Latin America
Valparaíso,Chile,Latin America
Panama City,Panama,Latin America
Buenos Aires,Argentina,Latin America
Lisbon,Portugal,Europe
A Coruña,Spain,Europe
Brasília,Brazil,Latin America
Rio de Janeiro,Brazil,Latin America
Londrina,Brazil,Latin America
São Paulo,Brazil,Latin America
Viçosa,Brazil,Latin America
Curitiba,Brazil,Latin America
Recife,Brazil,Latin America
Rio de Janeiro,Brazil,Latin America
Catania,Italy,Europe
Ferrara,Italy,Europe
Fisciano,Italy,Europe
Udine,Italy,Europe
Rome,Italy,Europe
Palermo,Italy,Europe
Siegen,Germany,Europe
Nantes,France,Europe
Poitiers,France,Europe
Rennes,France,Europe
Lyon,France,Europe
Montpellier,France,Europe
Toulouse,France,Europe
Kuching,Malaysia,Asia
Kajang,Malaysia,Asia
Sungai Long,Malaysia,Asia
Fayetteville,United States,North America
Zallaq,Bahrain,Asia
Bari,Italy,Europe
Belgrade,Serbia,Europe
Bucharest,Romania,Europe
Kolkata,India,Asia
Preston,United Kingdom,Europe
Dhaka,Bangladesh,Asia
Lahore,Pakistan,Asia
Gdańsk,Poland,Europe
Kufa,Iraq,Asia
Pinetown,South Africa,Africa
Riga,Latvia,Europe
Lincoln,United Kingdom,Europe
Lodz,Poland,Europe
Kota Kinabalu,Malaysia,Asia
Oxford,United States,North America
Missoula ,United States,North America
Mumbai,India,Asia
Armidale,Australia,Oceania
Durham,United States,North America
Ostrava,Czech Republic,Europe
Parma,Italy,Europe
Peradeniya,Sri Lanka,Asia
Salford,United Kingdom,Europe
San Diego,United States,North America
San Francisco,United States,North America
Manila,Philippines,Asia
Katowice,Poland,Europe
Stockton,United States,North America
Lahore,Pakistan,Asia
Cape Town,South Africa,Africa
Wroclaw,Poland,Europe
Toulouse,France,Europe
Logan,United States,North America
Vellore,India,Asia
Verona,Italy,Europe
Hanoi,Vietnam,Asia
Voronezh ,Russia,Europe
Kaunas,Lithuania,Europe
Warsaw,Poland,Europe
Wroclaw ,Poland,Europe
Wuhan,China (Mainland),Asia
Suzhou,China (Mainland),Asia
Gyeongsan,South Korea,Asia
Riyadh,Saudi Arabia,Asia
Iași,Romania,Europe
Noida,India,Asia
Baku,Azerbaijan,Asia
Houston,United States,North America
Puebla,Mexico,Latin America
Oslo,Norway,Europe
Vienna,Austria,Europe
Thurgoona,Australia,Oceania
Frederiksberg,Denmark,Europe
Bedford,United Kingdom,Europe
Kyoto,Japan,Asia
Paris,France,Europe
Cergy,France,Europe
Taichung City,Taiwan,Asia
New Taipei City,Taiwan,Asia
Cairo,Egypt,Africa
Grenoble,France,Europe
Newport,United Kingdom,Europe
Paris,France,Europe
Prayagraj,India,Asia
Fontainebleau,France,Europe
New Delhi,India,Asia
New Delhi,India,Asia
Stockholm,Sweden,Europe
Thuwal,Saudi Arabia,Asia
Bangkok,Thailand,Asia
